instruction,input,output,source,task
"Translate the following English text to Hassania Arabic dialect:
Maybe he will be a good teacher.",,يكد مزال يعود گراي خباري,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
يكد مزال يعود گراي خباري",,Maybe he will be a good teacher.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,يكد مزال يعو,يكد مزال يعود گراي خباري,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Have you ever been to America?",,گط گست امريك؟,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
گط گست امريك؟",,Have you ever been to America?,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
You should only count on yourself--but even then, not too much.",,"يالتك تعتمد الا اعل راصك, يكون ملي ماه ال بعيد",dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
يالتك تعتمد الا اعل راصك, يكون ملي ماه ال بعيد",,"You should only count on yourself--but even then, not too much.",dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,يالتك تعتمد الا اعل راص,"يالتك تعتمد الا اعل راصك, يكون ملي ماه ال بعيد",dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Why did you turn down his offer?",,لاش أبيت عن ذ ال عرض عليك؟,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
لاش أبيت عن ذ ال عرض عليك؟",,Why did you turn down his offer?,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,لاش أبيت عن ذ,لاش أبيت عن ذ ال عرض عليك؟,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
I left my card at home.",,خليت كرتي في الدار,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
خليت كرتي في الدار",,I left my card at home.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
I've always wanted to meet you.",,كنت دايما اندور نجابر معاك,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
كنت دايما اندور نجابر معاك",,I've always wanted to meet you.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,كنت دايما اند,كنت دايما اندور نجابر معاك,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
The French word 'chat' means 'cat'.",,بالفرنسية شا معناه مش,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
بالفرنسية شا معناه مش",,The French word 'chat' means 'cat'.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,بالفرنسية ,بالفرنسية شا معناه مش,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Tell me about it.",,عطيني ذيك الأخبار,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
عطيني ذيك الأخبار",,Tell me about it.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Just follow your heart.",,عدل ذلي تمونكتلو أخلاگك,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
عدل ذلي تمونكتلو أخلاگك",,Just follow your heart.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,عدل ذلي تمو,عدل ذلي تمونكتلو أخلاگك,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Everyone attacked my opinion.",,هجمو كاملين على بوي,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
هجمو كاملين على بوي",,Everyone attacked my opinion.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Sami is on a bus.",,سامي فالبيس,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
سامي فالبيس",,Sami is on a bus.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
What's in the file?",,ذ شنهو الي ف الملف؟,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
ذ شنهو الي ف الملف؟",,What's in the file?,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Please step back.",,حوز حگل,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
حوز حگل",,Please step back.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Let's play volleyball.",,وهاي نلعبو فولي,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
وهاي نلعبو فولي",,Let's play volleyball.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Let's sing and dance.",,خلينا نغنو و نرگصو,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
خلينا نغنو و نرگصو",,Let's sing and dance.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
Your book is on the desk.",,اكتابك اعل بيرو,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
اكتابك اعل بيرو",,Your book is on the desk.,dah,translation_hassania_to_en
"Translate the following English text to Hassania Arabic dialect:
The old man fell down on the ground.",,طاح الشيباني على الدص,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
طاح الشيباني على الدص",,The old man fell down on the ground.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,طاح الشيبا,طاح الشيباني على الدص,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
I've got a pacemaker.",,انعمل منظم ضربات الگلب,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
انعمل منظم ضربات الگلب",,I've got a pacemaker.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,انعمل منظم ,انعمل منظم ضربات الگلب,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
None of my friends drink coffee.",,أصحابي فر ما يشرب كافة,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
أصحابي فر ما يشرب كافة",,None of my friends drink coffee.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,أصحابي فر م,أصحابي فر ما يشرب كافة,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
I remember hearing a very similar story to that.",,حاجلي اني سمعت شي ذ كيفو,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
حاجلي اني سمعت شي ذ كيفو",,I remember hearing a very similar story to that.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,حاجلي اني سم,حاجلي اني سمعت شي ذ كيفو,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
Layla ate here regularly on weekends.",,ليلى كانت توكل هون فدماس دائما,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
ليلى كانت توكل هون فدماس دائما",,Layla ate here regularly on weekends.,dah,translation_hassania_to_en
Continue writing in Hassania Arabic dialect:,ليلى كانت توكل ,ليلى كانت توكل هون فدماس دائما,dah,text_generation
"Translate the following English text to Hassania Arabic dialect:
I don't like coffee.",,ما نبغي كافة,dah,translation_en_to_hassania
"Translate the following Hassania Arabic dialect text to English:
ما نبغي كافة",,I don't like coffee.,dah,translation_hassania_to_en
