seg_id,transcription,gender,duration,split
62371_1,"ذاك اوف ذاك اوف, ذاك كامل شديت اَن معاه فيه الاخبار و راهي تراجعت عن ذاك كامل, شوف راعيه عادت تخيط و ليهي تعدل الشبك و ذاك كامل",F,7.082059405,validation
62376_1,آن ما نطفي تلفون و لاني خايفة من حد ولاني طامعة فيه و لا عندي شي لحد,F,3.945738636,validation
62383_1,ايو زين إن شاء الله عدت انت لا بدالك من توفي كوماند,M,3.393806818,validation
62395_1,يدنكم اتحكوني في جلودتكم لاثنين. يا انت يدنك اتحكني افجلك ويدنها اتحكني هي افجلها. يا لفريخات امقاصير لعمار مانكم شي سو.,M,9.679502841,validation
62398_1,ذا الي عدل فيهم ذا كامل من من ,M,3.746235828,validation
62449_3,أنت ظاهرلي عنك ان مانك عارفتيني و توف,M,2.335551176,validation
62450_1, ان مانك متخلط معاي,F,1.661353926,validation
62464_1,الا جايه نسولك عن مردت سيدي محمد الناس كاملة ترد فيها,F,3.838374464,validation
62471_1,معافي ما شاء الله و لا يوجعو ش,F,1.679488636,validation
62473_1,آن الا كنت جاي هون لاصلاح هذي الجماعة و نختير نجبر افاه,M,3.051661932,validation
62476_1,شعندنا ليهي نواسوا هوم اللا كلهم راصو مقفول على ذاك الي مقفول عليه,M,3.563991477,validation
62477_2,عندك عنك تنصحيه,M,1.689092873,validation
62477_4,لا سيما يعود كلهم قرينو قدحو,M,2.046400981,validation
62489_2,سميه هناي عن دهين لا تعودي برصا,F,2.194038714,validation
62501_1,أڢرقون من ذا الموضوع انت ملي تعرڢ عنو كان الا ذا نبتو,F,3.29484375,validation
62504_2,ان نعرف الفحوص في الخارج,M,1.766766931,validation
62518_1,كبال ذاك الي يرقوي كيف لبن الابل مسيكين آن كاع ماتيت كاع عارف ذل واحل فيه شنهو ، الاه عطيني الملح ملي ، مكني الاه من اربع من الملح,M,9.365625,validation
62524_1,مر يا اللي يعطيك قليعة انت مفرق بني آدم ,M,4.3046875,validation
62526_3,نشهد لك على انك اللا مكثر,M,1.734659091,validation
62528_1,يحليك لي هاذ الملح لابدلو من يذوب,M,3.017383986,validation
62538_1,بوي انت اظرك متعبو ؟,M,0.9902982955,validation
62538_3,نص ليتر بميتين و خمسين ليتر بخمس مية,M,2.291278409,validation
62538_4,اللا ذا هو سعرو يخليك لي,M,1.029133523,validation
62549_1,الانسان اللا اللا انسان من طين,F,6.053025568,validation
62558_1,والله عندي وحدة مظبوطة دور توزعهم على المدارس كاملين اصلا المدارس هوم الي يبدأ بيهم كل شي,F,5.444471701,validation
62566_2,ما شاء الله الحمد لله شماسية اياك لباس ؟,M,1.725056818,validation
62585_1,شوف ان عدلت هم الدار كامل,F,1.686231546,validation
62586_1,واتم معاها إن شاء الله لين يعطيها مولانا العافية وانت تم ماشي لعدت اللي طالع الصبح كيم تم ماشي شور قرايتك آن وانت اللا شي واحد,F,6.577727273,validation
62602_1,يكون من باب وتوف معطى لخبار,M,3.322849552,validation
62603_1,هي الناس ال كلها يعدل غاية لخوه و آن تحت تصرڢك في اي وقت,M,5.859898069,validation
62606_2,اذا ركبت لي آن ملي غاية و عدلتوها نتوم,M,2.634673295,validation
62616_1,"أصل مرحب وسهلا واهلا, يا مرحبتي وسهلتي.",M,3.256875,validation
62622_2,عندي اني لا بدا لي من تسندوني,M,1.850284091,validation
62639_1,ما عطيت لراسك العافية لين زباك الدلاهي ذا هو سرقتو لتلفون و شوف الي وقع لك,F,4.20078125,validation
62640_1,توب لمولان يخوي منو و خلي عنك,F,1.531777904,validation
62642_1,الخلق ماتل يفاصل الناس الا يخليها بيناتها,M,2.747698864,validation
62657_2,انتيا اللا بيك لبرييد والدناءة يمي دار بويان أثر اتوخظني منها وحدة اخرى,F,4.561008523,validation
62658_1,يدنها توخظ هي ماخظت انا بي اللي ذا ابلا معنى,F,2.679134534,validation
62669_1,ذاك يدور يعود داخل في ذاك كويه منو,M,2.315625,validation
62670_1,ذ كاع ما يالتك تتخمي فيه ذي فرصة ما تتك تعوض,F,3.206235828,validation
62677_1,أنت أمالك فارغ أمالك بيك الرقاد ؟ ,F,1.730428674,validation
62677_2,هذي الطابلة ألا أتعبني.,M,1.930864427,validation
62688_1,أيو توف شوف آن نعرف انك انت ذا الأمر ما اتكد اتكيس الناس اتكولهم اتلى اتسكريهم امسكري ذاك نبتو يغير خللي ذاك اعلي آن ,F,6.788806818,validation
62721_1,منين يذكر الماضي و يذكر ذوك الامراد الماضية و ذاك,F,3.422215909,validation
62737_1,قال عنك ذلي خلك لك نهارو ذ,F,1.822386364,validation
62747_1,اللا تميتي لين اخلك ذا فجأة وتوف.,F,2.322613636,validation
62761_1,ارانك ما تليتي ليهي تصبيه,M,1.402670455,validation
62772_1,نقعد و نتسع,M,1.193693182,validation
62793_1,معناه عن ما هو باس,F,1.128376592,validation
62798_1,ماتين نجبروه كان يوعينا مع اصباح و ذ كامل و لاتينا نجبروه  كاع هو ذ ذرو منين,F,4.212830807,validation
62802_2,و هو عندو ش من الشغلة يعدلها و يجي الا متأخر,F,3.638343732,validation
62809_1,انتومات تبين اليوم الا ماڢهمتكم,F,3.027722639,validation
62812_1,ايو انت انت هو راهوالك انت هو ركيزة دارنا نحن هذي تبارك الله واقفة الا عليك,F,4.374715909,validation
62817_1,[laughing],Missing,1.452461559,validation
62818_2,انت وينهي اخبار الدار الي كط وصيتك عليها ؟,F,2.501931818,validation
62832_1,خيمة خير وخيمة عافية وخيمة احنا وانتوم كالشيئ الواحد.,M,4.45125,validation
62841_2,اللا اللا شي كط عدلتو لي و تعدلو حق,F,3.833522727,validation
62848_1,ايه انتي وذا الشباني ذللي اتلاحقتو شنهو ؟,M,3.000027389,validation
62849_1,"يغير ما ريت شي توف, الشيباني ما طايح منو شي",F,3.470397727,validation
62853_3,شنقولك؟ ان ريت شي جاحدتو عنك وللا شنهو؟,F,4.046734037,validation
62863_1,زينة انتي ذا الشيباني لمايعرڢ الڢظة منين إديرها خليك متواصلة معاه,M,6.247190182,validation
62882_1,يا والدتي ذ الي قالت لكم حق كافيني ان نمشي معاه,F,2.833468731,validation
62882_2,ايه الوحده و النص كاع,F,1.68908718,validation
62885_1,"شوفوا آن هذا قايم بحملة مضادة ضد هاذي الحملة اللي لي اتعدلنا شيخين على كفة وحدة ومخطار هذا ايجازيه بالخير إن شاء الله معايا فيها, انت امللي يا سيدي محمد نبقيك اللا اتعود معايا فيها.",M,15.39622159,validation
62892_2,حنا كاع ظرك لو كنا كل مدة فزر ذ كاع يعود منطقي ومعقول,M,3.99097058,validation
62895_1,"انت ليه اتعيش زمنك كامل واتموت اللا امحيقن آدرس ما اتميل ولا اتعادل, الطفلة ماقديت تعترف بيها والموقف السياسي اللي واضحلك انو هو الصالح يالل تقبظ ماقديت تقبظو خايف من اهل سيدنا",M,14.68892045,validation
62895_2,"لا تجلج يا سيد محمد هو اللا اتقد اتعود خانتو العبارة قالهالك بطريقة قوية اشوي, يغير هو اللي هامو اعلن نحن مانعودو تبعية لذي القوم تبعية عمياء ايدخلونا بل امنين ابقاو ايدخلونا وايوخظونا بل امنين ابقاو ايوخظونا والمصيبة قاع اعلن ذا مو افمصلحتنا في الغالب, بالتالي احنا يالت ايعود عندنا تمييز ف..ف.. موحد وايعود عندنا اتجاه واحد كانا انقدوا انعدلوا شي ابفايدتو اعل القرية وابفايدتو اعل المجتمع.",M,26.38565341,validation
62903_1,أهل الدشور  ومد مدة واحلة في الريف افتمنية الحيوان وفي الزراعة غير احنا مانالله احنا هامنا اللا انعودوا في البادية كاملين ولل امللي انقولوا قف في الدشرة وهاذ مايخلع مانلله كاع الل اعيا ايهمنا نقبظوا البادية وانقيسوا بيها امعانا,M,21.00170455,validation
62907_1,الناس كاع تقول اعلن أهل الشهادات والشهادات إن ذا بلا فايدة وآن بعد اماسي ان حد بشهادتو أخير من أركاج بلا شهادة.,M,13.02826705,validation
62931_2,ما كاس بي الطب و لا هو يطيرو عنك اللا ليهي يضيعني,M,3.049176136,validation
62949_2,احنا لا بدا لنا نسمع آن شي ول تعودوا,M,2.017670455,validation
62952_1,"أندور نعدل منك ركاج ثاني, أندور نجربك.",M,3.982200422,validation
62953_3,ألا أنت و السالك,M,1.734751589,validation
62960_1,ومن اليوم فصاعدا اروايتهم لي تتولاها انت.,M,3.133465909,validation
62962_1,ذوك اَرواكيج الي يتوقفو هون للعمال الكدام كذا و صحابهم هون ما فيه ذا النوع.,M,4.916908995,validation
62967_2,ايو قيم قيم اوحل في شغلتك قيم,M,2.424431818,validation
62996_1,السالك ان مالي أعطيتك أوردر علنك محمود توفالي منو,M,5.040209824,validation
63003_1,ايه آن كرظ لي فيك عبد الرحمن قال انك ما توكلي ش و لا تظوكيه,M,3.431377841,validation
63012_2,ثلاثة كاميرات كلهم يصدعها لنا هوناتياها,M,3.109943182,validation
63015_2,خالك الا ذاك ، تراعي ف ذ ؟,M,1.186619318,validation
63026_3,اللا اركاج من الصباح للظلام ما يجيه ماهو اركاج جايب CV,M,4.158238636,validation
63026_4,الي اسفه منو ما كط شفتو و يدورو اياك يشغل لو,M,4.259659091,validation
63029_1,وخيرت انت شحالك اياك لباس اياك الخير,M,2.048685952,validation
63047_1,ما علمك الله اعلني قط شفت شهادات أزين من شهاداتك بيهم اللي صدوقين وواضحين وذا اللي فيهم واضح ذا قوللي انت زاد انت ذا اللي دور شنهو.,M,8.452400568,validation
