id,annotations,created_at, Annotation results,text,updated_at
240,1,2024-06-09T23:36:16.638979Z,Negative,ما يزيله ش لمسيح,2024-06-09T23:36:16.638979Z
241,1,2024-06-09T23:36:21.438892Z,Negative,اياك ماهي ممسوحه بكلنكس,2024-06-09T23:36:21.438892Z
242,1,2024-06-09T23:36:27.987246Z,Positive,تستحق الطاولة أن تمسح مسحا,2024-06-09T23:36:27.987246Z
243,1,2024-06-09T23:36:35.004720Z,Neutral,مافم ش عميق الطاولة شنه ال لاهي تمتسح,2024-06-09T23:36:35.005718Z
244,1,2024-06-09T23:36:46.040463Z,Positive,حكلل يخي ,2024-06-09T23:36:46.040463Z
245,1,2024-06-09T23:36:49.656367Z,Positive,معلوم ذاك,2024-06-09T23:36:49.656367Z
246,1,2024-06-09T23:36:54.791048Z,Negative,شمن الفشلة والمفسدين يباتر ذ ماينكالو المسح,2024-06-09T23:36:54.791048Z
247,1,2024-06-09T23:37:02.301827Z,Negative,ذ المسح اياك ماهو كيف المسح الماضي  الطاولة ما ابطات قبرت,2024-06-09T23:37:02.301827Z
248,1,2024-06-09T23:37:12.619955Z,Positive, التغيير من القمة,2024-06-09T23:37:12.619955Z
249,1,2024-06-09T23:37:20.407900Z,Neutral,ذي السطرة الين اگولها افلان عرفو عن ماطاري شي اكبير,2024-06-09T23:37:20.407900Z
250,1,2024-06-09T23:37:26.300615Z,Neutral,ذيك الطابلة له زمن ف ذيك  الحالة,2024-06-09T23:37:26.300615Z
251,1,2024-06-09T23:37:29.771013Z,Negative,ماطرا شي,2024-06-09T23:37:29.771013Z
252,1,2024-06-09T23:37:35.138287Z,Neutral,النتيجة أمنين,2024-06-09T23:37:35.138287Z
253,1,2024-06-09T23:37:38.835895Z,Neutral,من كالهالك؟,2024-06-09T23:37:38.835895Z
254,1,2024-06-09T23:37:49.755905Z,Negative,ذي الطاولة الحكه تِنكف,2024-06-09T23:37:49.755905Z
255,1,2024-06-09T23:37:53.366421Z,Negative,مافم شي ذاك كامل سياني,2024-06-09T23:37:53.366421Z
256,1,2024-06-09T23:37:58.247274Z,Negative,صرتك يذك الطاولة ال مغبره وبانيه فيه الرتله,2024-06-09T23:37:58.247274Z
257,1,2024-06-09T23:38:02.784794Z,Positive,شاب طيب,2024-06-09T23:38:02.784794Z
258,1,2024-06-09T23:38:08.186794Z,Negative,ما اندوروهم فر ,2024-06-09T23:38:08.186794Z
259,1,2024-06-09T23:38:14.185250Z,Neutral,نتائج معروفه اله ش,2024-06-09T23:38:14.185250Z
260,1,2024-06-09T23:38:24.808069Z,Negative,يخوتي نحن نعرفو نتيجته ونهار حامي,2024-06-09T23:38:24.808069Z
261,1,2024-06-09T23:38:28.602154Z,Negative,ألا خلوه عندكم,2024-06-09T23:38:28.602154Z
262,1,2024-06-09T23:38:32.011350Z,Negative,اصل فظمه,2024-06-09T23:38:32.011350Z
263,1,2024-06-09T23:38:38.472695Z,Neutral,الكهرباء مقطوعة عن الحي منذ ساعة وحتى اللحظة,2024-06-09T23:38:38.472695Z
264,1,2024-06-09T23:38:41.937367Z,Negative,ماعندن فيه غايه,2024-06-09T23:38:41.937367Z
265,1,2024-06-09T23:38:46.339764Z,Neutral,ذاك يعني أل لي مخرف فألاك,2024-06-09T23:38:46.339764Z
266,1,2024-06-09T23:38:50.988537Z,Neutral,النتائج صحيحه ومدققة ,2024-06-09T23:38:50.988537Z
267,1,2024-06-09T23:38:54.322640Z,Neutral,بعد المغرب,2024-06-09T23:38:54.322640Z
268,1,2024-06-09T23:39:01.715587Z,Negative,ماتلين  اندوروهم,2024-06-09T23:39:01.715587Z
269,1,2024-06-09T23:39:05.355713Z,Neutral,لا داعي,2024-06-09T23:39:05.355713Z
270,1,2024-06-09T23:39:12.152464Z,Negative,ماني ݣايلته,2024-06-09T23:39:12.153339Z
271,1,2024-06-09T23:39:15.589375Z,Neutral,في الإنتظار ,2024-06-09T23:39:15.589375Z
272,1,2024-06-09T23:39:22.071401Z,Positive,الرئيس فاز إلعدتُ ما اعلمتُ,2024-06-09T23:39:22.071401Z
273,1,2024-06-09T23:39:27.459422Z,Positive,ظاهرلي عنكم تستراحو,2024-06-09T23:39:27.459422Z
274,1,2024-06-09T23:39:34.460347Z,Neutral,واحلين اشوي حانون  انصيبو,2024-06-09T23:39:34.460347Z
275,1,2024-06-09T23:39:38.358633Z,Negative,مان فيهم ما اندوروهم,2024-06-09T23:39:38.358633Z
276,1,2024-06-09T23:39:41.715073Z,Negative,التزوير وسوء الفعل,2024-06-09T23:39:41.715073Z
277,1,2024-06-09T23:39:47.730502Z,Negative,افظييم عالم ملان,2024-06-09T23:39:47.730502Z
278,1,2024-06-09T23:39:55.863792Z,Negative,مباعد انتخاباتكم مع انتخابات تركيا,2024-06-09T23:39:55.863792Z
279,1,2024-06-09T23:40:01.196378Z,Negative,اوحلن في تركيا  ما يعرفو التزوير,2024-06-09T23:40:01.196378Z
280,1,2024-06-09T23:40:05.037716Z,Negative,انتوم ماتحشم يسعدكم,2024-06-09T23:40:05.037716Z
281,1,2024-06-09T23:40:10.316689Z,Positive,رئيس تركيا أنجح ايبركها,2024-06-09T23:40:10.316689Z
282,1,2024-06-09T23:40:14.191008Z,Negative,ابدى لا يورطوكم,2024-06-09T23:40:14.191008Z
283,1,2024-06-09T23:40:18.779422Z,Neutral,اندور موقع اللجنة المستقلة للانتخابات,2024-06-09T23:40:18.779422Z
284,1,2024-06-09T23:40:23.660388Z,Neutral,عندن انتخابات تركيا مان صايبين الكم,2024-06-09T23:40:23.660388Z
285,1,2024-06-09T23:40:28.048603Z,Negative,ايكد مايتعبوكم,2024-06-09T23:40:28.048603Z
286,1,2024-06-09T23:40:32.776227Z,Negative,ماكابظن اغباهم الوهم و لاهو مورطن و لعب مكشوف,2024-06-09T23:40:32.776227Z
287,1,2024-06-09T23:40:39.451353Z,Negative,النتخابات ماه شفافه ابدا وأطالب الجمهور بالتصويت لي شخصيا,2024-06-09T23:40:39.451353Z
288,1,2024-06-09T23:40:47.463068Z,Negative,ماتين اندوروه رين اخباره من اعلام غيركم,2024-06-09T23:40:47.463068Z
289,1,2024-06-09T23:40:53.295613Z,Negative,إشتتن الص ذاك لايوفه,2024-06-09T23:40:53.295613Z
290,1,2024-06-09T23:40:56.870580Z,Negative,فظمة طفيلاتها عشرة,2024-06-09T23:40:56.870580Z
291,1,2024-06-09T23:41:02.359116Z,Negative,زعزعتو الأمن القومي,2024-06-09T23:41:02.359116Z
292,1,2024-06-10T00:48:43.006678Z,Negative,لا اتلات اتورطكم النتائج الكل حصل عليها إلا أنتم,2024-06-10T00:48:43.006678Z
293,1,2024-06-10T00:48:49.493106Z,Positive,مثلت موريتانيا احسن تمثيل جزاها الله عنا خيرا,2024-06-10T00:48:49.493106Z
294,1,2024-06-10T00:48:58.054042Z,Positive,هكذا أدت و قامت بما ندبها الشرع الإسلامي إليه,2024-06-10T00:48:58.054042Z
295,1,2024-06-10T00:49:02.957133Z,Positive,تقبل الله منها، الله ينصرالإسلام فى جميع البلدان,2024-06-10T00:49:02.957133Z
296,1,2024-06-10T00:49:08.254544Z,Positive,الله يعطيه العافيه وصحه وسلامه وطول العمر إنشاءالله,2024-06-10T00:49:08.254544Z
297,1,2024-06-10T00:49:15.179263Z,Positive,حفظك الله بالصحة والعافية,2024-06-10T00:49:15.179263Z
298,1,2024-06-10T00:49:18.428272Z,Positive,الله يحفظه وني حتت,2024-06-10T00:49:18.428272Z
299,1,2024-06-10T00:49:23.406919Z,Positive,هنا الخوف والأستشعار بمراقبة، الله أطال له عمرها وبرر حجها وشكر سعيها,2024-06-10T00:49:23.406919Z
300,1,2024-06-10T00:49:27.589816Z,Positive,رحم الله جدتي  الله إطول عمره و يحفظه,2024-06-10T00:49:27.589816Z
301,1,2024-06-10T00:49:30.990781Z,Positive,اللهم أمييييييييين يارب العالمين,2024-06-10T00:49:30.990781Z
302,1,2024-06-10T00:49:34.339180Z,Positive,الحمدلله حق حمده ذاك زين أل عدلت جزاه الله خير الجزاء,2024-06-10T00:49:34.339180Z
303,1,2024-06-10T00:49:38.750978Z,Positive,الله اكبر الله اكبر، الله ايطول عمرك,2024-06-10T00:49:38.750978Z
304,1,2024-06-10T00:49:42.163836Z,Positive,الله يحفظها,2024-06-10T00:49:42.163836Z
305,1,2024-06-10T00:49:45.974872Z,Positive, يتقبل منا ومنها مزين ذالي عدلت مشاء الله,2024-06-10T00:49:45.974872Z
306,1,2024-06-10T00:49:51.269466Z,Positive,القوي المتين,2024-06-10T00:49:51.269466Z
307,1,2024-06-10T00:49:55.144239Z,Positive,الحمد لله العفاف زين,2024-06-10T00:49:55.144239Z
308,1,2024-06-10T00:49:58.274953Z,Positive,يااااوني حتتتت معدل ذا لكلام ماشاء الله,2024-06-10T00:49:58.274953Z
309,1,2024-06-10T00:50:01.192561Z,Positive,يااااوني بعد بذي الوالدة الله يحفظها ويخليه لولادها,2024-06-10T00:50:01.192561Z
310,1,2024-06-10T00:50:05.592317Z,Positive,جزاهم الله خيرا,2024-06-10T00:50:05.592317Z
311,1,2024-06-10T00:50:09.878807Z,Positive,الله يتقبل منا ومنها يارب لعالمين,2024-06-10T00:50:09.878807Z
312,1,2024-06-10T00:50:13.539415Z,Positive,وخيرت بذي السيده الله يتقبل منها ويمتعها بالصحه,2024-06-10T00:50:13.539415Z
313,1,2024-06-10T00:50:16.754515Z,Positive,تقبل الله منها,2024-06-10T00:50:16.754515Z
314,1,2024-06-10T00:50:43.106825Z,Neutral,الخلق مصوفج لو كان طبيب تعود ظرك مخليتو يدخل أيدو ويكشح كل بلاصة، المريض وقت محتاج المساعدة مافم حرج وذ هي ماهي فاهمتو وتوف حد لاهي يحج يتعلم طريقة الحج كاملة,2024-06-10T00:50:43.106825Z
315,1,2024-06-10T00:50:48.986993Z,Positive,الله اكبر  الله يحفظه واكثر امثاله,2024-06-10T00:50:48.986993Z
316,1,2024-06-10T00:50:53.235082Z,Positive,يوكي حت الله اطول فعمرها ويرحم والتي ياربي ويرحم موتانا وموتى المسلمين,2024-06-10T00:50:53.235082Z
317,1,2024-06-10T00:50:59.063639Z,Positive,ما بيها الكبر ولاتشيبين إلا فترت يوني الله يتقبل منها,2024-06-10T00:50:59.063639Z
318,1,2024-06-10T00:51:03.279088Z,Positive,وخيرت تقبل الله من ومنها,2024-06-10T00:51:03.279088Z
319,1,2024-06-10T00:51:07.522509Z,Neutral,هاذ شئ طبيعى في شعبنا الحبيب، المرأة عندنا يلمسها ألا محرمها,2024-06-10T00:51:07.522509Z
320,1,2024-06-10T00:51:10.822038Z,Positive,يوگي الله يحفظها,2024-06-10T00:51:10.822038Z
321,1,2024-06-10T00:51:19.755531Z,Positive,يوكي حت الله يحفظها نشالل,2024-06-10T00:51:19.755531Z
322,1,2024-06-10T00:51:25.740350Z,Positive,فطرتها السليمة أبت ذلك وإن كانت مضطرة، رسالة للفانشيتات بعد، ذ لي بينها هي وهوماتي,2024-06-10T00:51:25.740350Z
323,1,2024-06-10T00:51:31.306733Z,Neutral,كانت تكَـد تخليهم يعاونها مسكينة,2024-06-10T00:51:31.306733Z
324,1,2024-06-10T00:51:34.940334Z,Positive,وخيرت ووني,2024-06-10T00:51:34.940334Z
325,1,2024-06-10T00:51:40.486683Z,Positive,مزين عندي هاذ المشهد,2024-06-10T00:51:40.486683Z
326,1,2024-06-10T00:51:44.790698Z,Positive,ذي نوعها مايحج وحدو يحفظها,2024-06-10T00:51:44.790698Z
327,1,2024-06-10T00:51:49.823173Z,Positive,هاذو العساكر غريبين بيهم اللطف بالناس وحسن الأخلاق والرفق جزاهم الله خيرا,2024-06-10T00:51:49.823173Z
328,1,2024-06-10T00:51:54.426621Z,Positive,هي ماتنتر اعليه الباسه بعد سابكّ تنتر ايده من الشرطة,2024-06-10T00:51:54.426621Z
329,1,2024-06-10T00:51:57.814834Z,Positive,عالمولان يالناس لكبار ألا زين  ياوني,2024-06-10T00:51:57.814834Z
330,1,2024-06-10T00:52:02.442378Z,Positive,ذو هوما لتفتخر بيهم الأمة,2024-06-10T00:52:02.442378Z
331,1,2024-06-10T00:52:05.795099Z,Positive,يوكي,2024-06-10T00:52:05.795099Z
332,1,2024-06-10T00:52:08.991727Z,Positive,يوووكي حتتتتت يارب احفظه واحفظلي أمي,2024-06-10T00:52:08.991727Z
333,1,2024-06-10T00:52:12.330222Z,Positive,ذهو الدين,2024-06-10T00:52:12.330222Z
334,1,2024-06-10T00:52:16.031962Z,Negative,لعبر,2024-06-10T00:52:16.031962Z
335,1,2024-06-10T00:52:23.097306Z,Positive,يوكي هاذو اماتن نحن,2024-06-10T00:52:23.097306Z
336,1,2024-06-10T00:52:28.371187Z,Negative,هذي اخباره هي ماتڭد تحرك,2024-06-10T00:52:28.371187Z
337,1,2024-06-10T00:52:32.072703Z,Positive,وخيرت مرشحن ,2024-06-10T00:52:32.072703Z
338,1,2024-06-10T00:52:37.190507Z,Positive,وني ربي يحفظها وردهالن سالمة وساعية انشااالل,2024-06-10T00:52:37.190507Z
339,1,2024-06-10T00:52:41.366293Z,Positive,هذ الشرطة بعد مربين يويلهم,2024-06-10T00:52:41.366293Z
340,1,2024-06-10T00:52:45.009102Z,Positive,يوكي حت,2024-06-10T00:52:45.009102Z
341,1,2024-06-10T00:52:48.786987Z,Positive,امرأة تقية,2024-06-10T00:52:48.786987Z
342,1,2024-06-10T00:52:53.310162Z,Neutral,هذي مالها,2024-06-10T00:52:53.310162Z
343,1,2024-06-10T00:52:56.552800Z,Positive,يوكي بعد,2024-06-10T00:52:56.552800Z
344,1,2024-06-10T00:52:59.098203Z,Positive,يعطيك العافية ,2024-06-10T00:52:59.098203Z
345,1,2024-06-10T00:53:03.373740Z,Neutral,هي من يالت ايعود معاه محرم,2024-06-10T00:53:03.373740Z
346,1,2024-06-10T00:53:10.897469Z,Positive,هذ امره من ايداب لحسن وخيرت والدت صاحب,2024-06-10T00:53:10.897469Z
347,1,2024-06-10T00:53:14.124628Z,Positive,وني حته,2024-06-10T00:53:14.124628Z
348,1,2024-06-10T00:53:17.394888Z,Neutral,هذا فى الحج والل,2024-06-10T00:53:17.394888Z
349,1,2024-06-10T00:53:20.723990Z,Positive,يوكيي حتت ذا شي طبيعي الحمدلله كاع,2024-06-10T00:53:20.723990Z
350,1,2024-06-10T00:53:26.229963Z,Positive,أغلب أهل موريتان أهل علم القرآن,2024-06-10T00:53:26.229963Z
351,1,2024-06-10T00:53:38.557736Z,Positive,ذ ماهو شي مستغرب,2024-06-10T00:53:38.557736Z
352,1,2024-06-10T00:53:42.384240Z,Positive,هاذ صحيح,2024-06-10T00:53:42.384240Z
353,1,2024-06-10T00:53:47.075077Z,Neutral,وڭفها,2024-06-10T00:53:47.075077Z
354,1,2024-06-10T00:53:51.275992Z,Positive,واخيرت اكبير الله يحفظك وإيكثر امثالك,2024-06-10T00:53:51.275992Z
355,1,2024-06-10T00:53:54.674772Z,Positive,ياوني حتتتت,2024-06-10T00:53:54.674772Z
356,1,2024-06-10T00:53:59.827037Z,Neutral,خايفة من النار يويشه,2024-06-10T00:53:59.827037Z
357,1,2024-06-10T00:54:02.965138Z,Positive,الله يطول عمره يارب,2024-06-10T00:54:02.965138Z
358,1,2024-06-10T00:54:06.321134Z,Neutral,هي محرمها وينهو؟,2024-06-10T00:54:06.321134Z
359,1,2024-06-10T00:54:11.624245Z,Neutral,ذ لمره ماهي من لخيام؟,2024-06-10T00:54:11.624245Z
360,1,2024-06-10T00:54:16.175267Z,Negative,فيها لعظام,2024-06-10T00:54:16.175267Z
361,1,2024-06-10T00:54:20.347730Z,Negative,شوف الحشمة,2024-06-10T00:54:20.347730Z
362,1,2024-06-10T00:54:23.633353Z,Positive,ياوني بيها جدات زينه  وتوف,2024-06-10T00:54:23.633353Z
363,1,2024-06-10T00:54:28.246960Z,Positive,هذي حرة مولان يويلها,2024-06-10T00:54:28.246960Z
364,1,2024-06-10T00:54:35.613187Z,Negative,مخل ارڭاج يعرف منين يتم يڭعد,2024-06-10T00:54:35.613187Z
365,1,2024-06-10T00:54:38.741375Z,Positive,تقبل الله منا ومنها,2024-06-10T00:54:38.741375Z
366,1,2024-06-10T00:54:47.716957Z,Negative,هي كاع اخباره تڭعد فم وتحرج راصه,2024-06-10T00:54:47.716957Z
367,1,2024-06-10T00:54:50.833427Z,Negative,الدخن كارثه,2024-06-10T00:54:50.833427Z
368,1,2024-06-10T00:54:59.592192Z,Negative,اللا ان شاء الله ما ايعود ذوك مسؤولين الفساد دخل اعل الخط لتوقيف هجرة الشباب,2024-06-10T00:54:59.592192Z
369,1,2024-06-10T00:55:11.350968Z,Neutral,هذا هو العك المسموع بيه العافية حد ايتم لا تركيا ألين ذهو دافع شور امريكا,2024-06-10T00:55:11.350968Z
370,1,2024-06-10T00:55:16.241936Z,Negative,هذا عادي خطأ في تذاكر الطيران بسبب تحايل وجشع وكالات السفر هون,2024-06-10T00:55:16.241936Z
371,1,2024-06-10T00:55:23.268626Z,Neutral,نڭورجو شنهي؟,2024-06-10T00:55:23.268626Z
372,1,2024-06-10T00:55:26.266797Z,Neutral,شنه دليلكم,2024-06-10T00:55:26.266797Z
373,1,2024-06-10T00:55:37.826441Z,Neutral,ايلا كفلو اعلين دور نمشو ولل ايشغلون اوتوف و اتعود امرده واضحة,2024-06-10T00:55:37.826441Z
374,1,2024-06-10T00:55:42.434105Z,Neutral,هاذا أينت، أثرو شي طاري ولل شنهو,2024-06-10T00:55:42.434105Z
375,1,2024-06-10T00:55:46.093704Z,Negative,واجعه والله,2024-06-10T00:55:46.093704Z
376,1,2024-06-10T00:55:50.809449Z,Neutral,ايو گعدو التحت اسمعناكم,2024-06-10T00:55:50.809449Z
377,1,2024-06-10T00:55:58.758660Z,Neutral,يامولان العاد فيهم حد نعرف,2024-06-10T00:55:58.758660Z
378,1,2024-06-10T00:56:03.473784Z,Neutral,النتائج موجودة على هذا الرابط من لم يجدها عليه تحديث الصفحة فقط,2024-06-10T00:56:03.474818Z
379,1,2024-06-10T00:56:07.116336Z,Neutral,ذ مافيه شي,2024-06-10T00:56:07.116336Z
380,1,2024-06-10T00:56:11.924833Z,Neutral,النتايج منين؟ انت اتجوق فينا ولا شنه,2024-06-10T00:56:11.924833Z
381,1,2024-06-10T00:56:14.732727Z,Neutral,ألا الحوض الشرقي,2024-06-10T00:56:14.732727Z
382,1,2024-06-10T00:56:18.776087Z,Negative,ذا ماه صالح,2024-06-10T00:56:18.776087Z
383,1,2024-06-10T00:56:23.249754Z,Neutral,ذا فيه الا النعمة و باسكنو,2024-06-10T00:56:23.249754Z
384,1,2024-06-10T00:56:26.021354Z,Neutral,ذ الا النعمة,2024-06-10T00:56:26.021354Z
385,1,2024-06-10T00:56:28.716758Z,Neutral,ذ ما أعليه شي,2024-06-10T00:56:28.716758Z
386,1,2024-06-10T00:56:32.255460Z,Neutral,الموقع شنه والطريقه ال ينجبر بيه شنه؟,2024-06-10T00:56:32.255460Z
387,1,2024-06-10T00:56:36.468555Z,Neutral,منين يخوتي,2024-06-10T00:56:36.468555Z
388,1,2024-06-10T00:56:40.647063Z,Negative,مارين شي,2024-06-10T00:56:40.647063Z
389,1,2024-06-10T00:56:43.444402Z,Negative,ذ ماجبرن فيه شي,2024-06-10T00:56:43.444402Z
390,1,2024-06-10T00:56:46.513924Z,Negative,ذا ياسر من الجوقه,2024-06-10T00:56:46.513924Z
391,1,2024-06-10T00:56:49.880940Z,Neutral,مشولي الرابط,2024-06-10T00:56:49.880940Z
392,1,2024-06-10T00:56:57.134484Z,Negative,هذ الموقع ما فهمناه,2024-06-10T00:56:57.134484Z
393,1,2024-06-10T00:57:01.657711Z,Positive,الحمدلله مشولن الرابط,2024-06-10T00:57:01.657711Z
394,1,2024-06-10T00:57:05.094229Z,Neutral,خرصولى 08,2024-06-10T00:57:05.094229Z
395,1,2024-06-10T00:57:08.395081Z,Positive,التوفيق إن شاء الله,2024-06-10T00:57:08.395081Z
396,1,2024-06-10T00:57:12.404144Z,Neutral,ما أفتحلي,2024-06-10T00:57:12.404144Z
397,1,2024-06-10T00:57:15.768521Z,Neutral,وينهو الرابط؟,2024-06-10T00:57:15.768521Z
398,1,2024-06-10T00:57:19.647488Z,Neutral,خاظ والل,2024-06-10T00:57:19.647488Z
399,1,2024-06-10T00:57:22.470591Z,Neutral,اعطون الرابط حكلل,2024-06-10T00:57:22.470591Z
400,1,2024-06-10T00:57:25.514678Z,Neutral,الراااابط,2024-06-10T00:57:25.514678Z
